,评论,点赞数,用户名,评论时间和ip地址,预测值,评价类别,ip地址,评论时间
120,支持国货，买车就买比亚迪。,2,梅香正浓,5天前·福建,0.6666987746730694,有意向,福建,2023-04-30 22:22:11
119,贵的一大步,2,忠爱一生,5天前·福建,0.8706802372723764,有意向,福建,2023-04-30 22:22:11
118,这不是吉利几何吗？,2,11111,5天前·福建,0.8605738425877981,有意向,福建,2023-04-30 22:22:11
47,续航呢，最重要的续航,2,C.Y.H,6天前·江苏,0.9586766246859977,有意向,江苏,2023-04-29 22:22:11
46,时尚霸气，内饰豪华，空间宽松，动力強劲,94,、陈腊生,6天前·江苏,0.9810164946947737,有意向,江苏,2023-04-29 22:22:11
45,作者,17,猴哥说车,6天前·江苏,0.6682577565632458,有意向,江苏,2023-04-29 22:22:11
44,猴哥你瘦了,17,吴江汤大少,6天前·江苏,0.9461255965186877,有意向,江苏,2023-04-29 22:22:11
43,[爱慕][爱慕][爱慕],0,禧福人生方正南,6天前·江苏,0.9466333891228236,有意向,江苏,2023-04-29 22:22:11
40,今天，有名的车评人集体撞车了，钱很到位，车的确也很好。,16,念念时光,6天前·河北,0.9049706226936666,有意向,河北,2023-04-29 22:22:11
39,沃尔沃都没有便宜的车,2,随风,6天前·河南,0.622540741772111,有意向,河南,2023-04-29 22:22:11
38,车评人刷到一遍,2,王国鹏,6天前·河南,0.5038349402757107,有意向,河南,2023-04-29 22:22:11
37,这个个理想l8款型差不多,2,建哥(木模，铝膜四项),6天前·河南,0.6355905395660637,有意向,河南,2023-04-29 22:22:11
32,毒辣车评，震哥，然后，你也发出来了。嗯！不错,5,你得努力。,6天前·浙江,0.6686296375186296,有意向,浙江,2023-04-29 22:22:11
31,每一个博主都是念一样的台词。开了多少钱呀？,13,大梦初觉,6天前·浙江,0.521979252649949,有意向,浙江,2023-04-29 22:22:11
48,7座只服唐,2,-.-,6天前·江苏,0.6381434231790591,有意向,江苏,2023-04-29 22:22:11
25,心动的电动车+10086!,58,rxy,6天前·湖北,0.7750176505456855,有意向,湖北,2023-04-29 22:22:11
23,电车我只选比亚迪，不要问我为什么,1511,Mis舒,6天前·湖南,0.7796573596765157,有意向,湖南,2023-04-29 22:22:11
22,6天前·福建,2,宇轩。,6天前·福建,0.7512986568476907,有意向,福建,2023-04-29 22:22:11
21,沃尔沃一直都是中老年人在开。特别现在老款都是中老年人开,1,新,6天前·福建,0.8553800054148627,有意向,福建,2023-04-29 22:22:11
20,一台50万推广,310,hehe,6天前·福建,0.7158171782966631,有意向,福建,2023-04-29 22:22:11
19,为什么电车的功能和配置油车没有，而且质量和型壮都不一样,2,青.涩,6天前·贵州,0.9789161685421709,有意向,贵州,2023-04-29 22:22:11
18,大灯，羊绒座椅是亮点，其他设计没啥能打动我的,2,专业批发搓澡巾,6天前·辽宁,0.8126545956629985,有意向,辽宁,2023-04-29 22:22:11
12,十几万？,2,驾驶人生,7小时前·内蒙古,0.5,有意向,内蒙古,2023-05-05 15:22:11
11,不买电车,1,奔跑的蜗牛,7小时前·江西,0.9153628500788895,有意向,江西,2023-05-05 15:22:11
8,咬牙，眨眼，咬牙，眨眼,0,糊涂→在路上,8小时前·河南,0.9480336265684893,有意向,河南,2023-05-05 14:22:11
5,听介绍很给力，非常喜欢，谢谢推荐！,1,可可爱爱,9小时前·四川,0.9344747601331878,有意向,四川,2023-05-05 13:22:11
1,猴哥，多介绍优质的国产车，当然前提是优质！,1,早安隆回Nics,9小时前·湖南,0.7987390367754165,有意向,湖南,2023-05-05 13:22:11
24,沃尔沃什么时候把中控屏做成横屏的就会大卖,0,泓宇浩瀚,6天前·湖北,0.8789087951964558,有意向,湖北,2023-04-29 22:22:11
231,像20年前的概念车,2,口说无凭君-大圣,5天前·广东,0.6672117338438712,有意向,广东,2023-04-30 22:22:11
52,车在抛媚眼，猴哥在勾引！,2,朋友的酒,6天前·江苏,0.6977939737675273,有意向,江苏,2023-04-29 22:22:11
61,虎哥说雷达距离600米呀，你说少了，还是他说假了,2,小刘,6天前·广东,0.5276192034799617,有意向,广东,2023-04-29 22:22:11
117,好有科技感,2,纸上的彩虹,5天前·福建,0.9187744673860805,有意向,福建,2023-04-30 22:22:11
116,我什么实力，为什么会刷到这种车,6,爱车的小庄,5天前·福建,0.6021961672195606,有意向,福建,2023-04-30 22:22:11
115,@,6,不在乎天长地久，只在乎拥有,5天前·福建,0.8333333333333333,有意向,福建,2023-04-30 22:22:11
110,买两台给我家娃娃玩,2,爱唱歌的娃娃,5天前·辽宁,0.8287263045900687,有意向,辽宁,2023-04-30 22:22:11
107,说完价格 买一台给爱人,5,Kobayashi,5天前·辽宁,0.7258335779544822,有意向,辽宁,2023-04-30 22:22:11
106,好好好好,19,小橙汁,5天前·辽宁,0.6095520461349923,有意向,辽宁,2023-04-30 22:22:11
102,电动车看雅迪,2,聆听风雨,5天前·重庆,0.535856484227819,有意向,重庆,2023-04-30 22:22:11
100,高端大汽上档次、沃尔?豪车、外观设计完美、帅气十足、动力强劲,405,畅畅,5天前·重庆,0.999990607544962,有意向,重庆,2023-04-30 22:22:11
98,这么好的车猴哥已经提了一辆,5,叶子来了,5天前·重庆,0.5368221801289997,有意向,重庆,2023-04-30 22:22:11
92,帅哥早上好，这样的广告真的是播讲的好把车子的外观讲的真实看到你的广告限想买这车，特前是你讲的内配好材质好喜欢的,2,迟淑华,5天前·黑龙江,0.9980406386569198,有意向,黑龙江,2023-04-30 22:22:11
91,电车我只选比亚迪，不要问我为什么,2,滴滴哒,5天前·黑龙江,0.7796573596765157,有意向,黑龙江,2023-04-30 22:22:11
58,猴哥 你瘦了吗。这车真不错哦,2,宝儿爱追剧,6天前·广东,0.9882230403259132,有意向,广东,2023-04-29 22:22:11
90,又款好车实用,5,龍,5天前·黑龙江,0.628910063133442,有意向,黑龙江,2023-04-30 22:22:11
87,推荐越多越不能买,1,小秋,5小时前·福建,0.7065555370896917,有意向,福建,2023-05-05 17:22:11
86,俺还是喜欢S60,2,难得湖涂,6天前·上海,0.6769293492516186,有意向,上海,2023-04-29 22:22:11
85,虎哥8千点赞了,2,狄氏,6天前·内蒙古,0.8714000136891733,有意向,内蒙古,2023-04-29 22:22:11
80,6天前·吉林,1,中华226,6天前·吉林,0.8409302973226699,有意向,吉林,2023-04-29 22:22:11
79,价格9w多英镑，人民币80万左右，实际可能售价100万，花这么多钱买它？,2,马到成功,6天前·四川,0.8202473120670472,有意向,四川,2023-04-29 22:22:11
78,充值到位了，鸡公车都给给你吹出一朵花来,2,小蚂蚁318,6天前·四川,0.9408556665622696,有意向,四川,2023-04-29 22:22:11
73,沃尔沃这波充值不少啊，几乎所有的网红车评人都在吹嘘………………,2,源,6天前·宁夏,0.6585331325103749,有意向,宁夏,2023-04-29 22:22:11
72,电车首先比亚迪,2,腾达农场,6天前·安徽,0.9570628183069609,有意向,安徽,2023-04-29 22:22:11
69,这外观真是接受不了，他的油车挺好看，改成电动完全没感觉了，这前面完全失去了灵魂,17,YOUN-,6天前·安徽,0.9830115952120868,有意向,安徽,2023-04-29 22:22:11
67,这是所有的骑车大博主都被充值了啊,2,温饱哥,6天前·山东,0.7109961036370437,有意向,山东,2023-04-29 22:22:11
64,猴哥车跟你一样帅，杠杠的,2,黄桥,6天前·广东,0.9347043520790694,有意向,广东,2023-04-29 22:22:11
89,你推荐的我都好喜欢 可是…,0,小鱼好物,5小时前·湖北,0.8435513354765496,有意向,湖北,2023-05-05 17:22:11
232,有六座吗,2,我叫一哈哈,5天前·广东,0.5874127495371587,有意向,广东,2023-04-30 22:22:11
235,@,2,壹个人挺好,5天前·广东,0.8333333333333333,有意向,广东,2023-04-30 22:22:11
236,好大气的车呀,2,宝藏少女车饰,5天前·广东,0.6341852196105506,有意向,广东,2023-04-30 22:22:11
387,有幸在工作的时候看到网红,0,没有名字的海,4天前·上海,0.5559167693075201,有意向,上海,2023-05-01 22:22:11
382,@路小北,0,二零丨二零,4天前·北京,0.8725514750372482,有意向,北京,2023-05-01 22:22:11
381,说车还得看终极小腾，直接开箱,3,小小潘,4天前·北京,0.6081800281311904,有意向,北京,2023-05-01 22:22:11
377,羊绒的座椅起球不,0,不愿意透漏姓名的赵先生,4天前·山东,0.5326824920950882,有意向,山东,2023-05-01 22:22:11
374,电池质保吗？东北能开吗,0,酒量很糟,4天前·山东,0.5438613672751141,有意向,山东,2023-05-01 22:22:11
373,会眨眼算什么高科技？,0,正一草房,4天前·山东,0.8725555029100673,有意向,山东,2023-05-01 22:22:11
372,满世界车评人都在舔沃尔沃,1,渡,4天前·山东,0.7489874612198621,有意向,山东,2023-05-01 22:22:11
370,这多少米这个我关心车是爱了,0,没有开过车的司机,4天前·山西,0.9025270843609249,有意向,山西,2023-05-01 22:22:11
369,@脸萌第一人,0,妮子r,4天前·广东,0.915431301695193,有意向,广东,2023-05-01 22:22:11
366,下次再搞个会流泪的,0,@片尾曲,4天前·广东,0.5193542926467695,有意向,广东,2023-05-01 22:22:11
365,要买新能源就要选大品牌、长安、比亚迪等等，，杂牌大众、宝马、沃尔沃等等。,0,上观张,4天前·广东,0.6539123219395606,有意向,广东,2023-05-01 22:22:11
388,3小时前·重庆,0,缘分天注定,3小时前·重庆,0.5297174262242174,有意向,重庆,2023-05-05 19:22:11
364,好有科技感的新能源车,0,五大三粗,4天前·广东,0.5845869968548779,有意向,广东,2023-05-01 22:22:11
361,电车绝对不买，换一次电池伤心死人,0,老吴??2?,4天前·广西,0.89539157448178,有意向,广西,2023-05-01 22:22:11
359,看起来不错,0,微,4天前·江苏,0.8883605870964454,有意向,江苏,2023-05-01 22:22:11
358,我冒昧的问您一句徐州人。您真的懂车吗？说错之处请您包含,1,Ｈ,4天前·江苏,0.6772515019113814,有意向,江苏,2023-05-01 22:22:11
356,不好看,0,洪顺钙业,4天前·江西,0.5650263060554156,有意向,江西,2023-05-01 22:22:11
355,@,1,自渡 不忘初心,4天前·河北,0.8333333333333333,有意向,河北,2023-05-01 22:22:11
353,@江西省智障研究院富主任,0,孙兆泽,4天前·浙江,0.9734024470179413,有意向,浙江,2023-05-01 22:22:11
352,这个啥价位,0,张跑跑,4天前·浙江,0.8098159509202455,有意向,浙江,2023-05-01 22:22:11
351,这车牛逼，科技感十足,1,在远方的公鸡,4天前·浙江,0.9776860606045489,有意向,浙江,2023-05-01 22:22:11
348,4天前·湖北,0,春风又绿江南岸,4天前·湖北,0.7120318528137597,有意向,湖北,2023-05-01 22:22:11
345,挺特别的,0,春哥6108229470559,4天前·湖南,0.7960465563102558,有意向,湖南,2023-05-01 22:22:11
344,这车是很好，价格也是很好的,0,tinaye,4天前·福建,0.798905322203658,有意向,福建,2023-05-01 22:22:11
362,[笑][笑][心][心][心][心][心][心][心],0,用户34573350,4天前·广西,0.9997442934011159,有意向,广西,2023-05-01 22:22:11
342,电车还是国产的好,0,狼图腾,4天前·贵州,0.9790481187240947,有意向,贵州,2023-05-01 22:22:11
389,多少米？,0,柒月,3小时前·河北,0.5038759689922481,有意向,河北,2023-05-05 19:22:11
391,有什么用,0,生活如此多焦,3小时前·广东,0.5262327818078083,有意向,广东,2023-05-05 19:22:11
429,@52Hz,1,脉动的日常,3天前·河南,0.5,有意向,河南,2023-05-02 22:22:11
428,@仰泳的鲸鱼 @purple,0,爱烦烦吖,3天前·河南,0.95912255849128,有意向,河南,2023-05-02 22:22:11
423,直接说个价钱让我死心吧,0,*番茄炒西红柿,3天前·河南,0.8540753033041091,有意向,河南,2023-05-02 22:22:11
421,3天前·浙江,1,老苏,3天前·浙江,0.5473543419560183,有意向,浙江,2023-05-02 22:22:11
420,@萍萍聚好物,0,cllas-,3天前·浙江,0.994107835358535,有意向,浙江,2023-05-02 22:22:11
419,80万起，我买它，我笑了,1,欧尼酱,3天前·浙江,0.9602780953112766,有意向,浙江,2023-05-02 22:22:11
418,电车看多不会去看，技术现在还不成熟，,1,花荣月貌,3天前·浙江,0.9834058528692539,有意向,浙江,2023-05-02 22:22:11
417,电车只认特斯拉、比亚迪，其它都是杂牌,0,瀟猪猪,3天前·浙江,0.9319272020307915,有意向,浙江,2023-05-02 22:22:11
415,刹车怎么样？和我的雅迪那个更优秀一点？,1,杭州特斯拉顺风车（八戒）,3天前·浙江,0.8644491155849797,有意向,浙江,2023-05-02 22:22:11
414,好车,1,用户9903681645839,3天前·浙江,0.5,有意向,浙江,2023-05-02 22:22:11
413,说点关键的东西，续航什么的,0,用户9215984414233,3天前·湖北,0.7849756516390363,有意向,湖北,2023-05-02 22:22:11
390,3小时前·广西,0,广西北海一老王,3小时前·广西,0.7849219501147287,有意向,广西,2023-05-05 19:22:11
410,不怎么漂亮,0,啤酒加烟没有明天,3天前·湖南,0.8209325903508368,有意向,湖南,2023-05-02 22:22:11
406,中国吉利沃尔沃,0,阿苗,3天前·福建,0.692097841525799,有意向,福建,2023-05-02 22:22:11
403,这款车真的不错高端大气上档次值得拥有,1,幸福阳光\，7.,3天前·辽宁,0.9999794380883031,有意向,辽宁,2023-05-02 22:22:11
402,，,3,远方的家,3天前·辽宁,0.5262327818078083,有意向,辽宁,2023-05-02 22:22:11
401,猴哥瘦了一百斤,3,抖音红桃A环球之旅,3天前·重庆,0.7410635776673739,有意向,重庆,2023-05-02 22:22:11
400,中午好，好高端，好大气，值得拥有,1,美,3天前·重庆,0.9908232195571642,有意向,重庆,2023-05-02 22:22:11
398,电车只选特斯拉，不要问我为什么,3,Azmat,3天前·重庆,0.8376298815069615,有意向,重庆,2023-05-02 22:22:11
396,我们买车看中的是优点，也想了解了解缺点。可以吗,0,張～震华??,3天前·陕西,0.9780237229212227,有意向,陕西,2023-05-02 22:22:11
395,仰望U8,1,酒,3天前·陕西,0.574549474228723,有意向,陕西,2023-05-02 22:22:11
394,减肥了,0,微笑乔文龙,3天前·陕西,0.9090909090909091,有意向,陕西,2023-05-02 22:22:11
393,现在的潮流就是那个车跟网红挂钩就后怕,1,天王老子,3天前·青海,0.6446380367792286,有意向,青海,2023-05-02 22:22:11
392,真挺好看的,1,山里人,3天前·黑龙江,0.863915516796863,有意向,黑龙江,2023-05-02 22:22:11
407,车标像个海盗独眼罩,1,A福建 巨霸,3天前·福建,0.8298244848708993,有意向,福建,2023-05-02 22:22:11
432,应该挺贵吧！,1,安氏小公主,3天前·河北,0.7041938960117767,有意向,河北,2023-05-02 22:22:11
340,百万了吧,0,东北李sir,4天前·辽宁,0.8999999999999999,有意向,辽宁,2023-05-01 22:22:11
336,连座椅都是布的,0,老王,4天前·重庆,0.726381182359833,有意向,重庆,2023-05-01 22:22:11
281,对对对,3,史蒂芬-尼古拉斯-杰,5天前·四川,0.5,有意向,四川,2023-04-30 22:22:11
280,汽车大v陆续沦陷看到第四个了……,2,爱的交响曲,5天前·天津,0.938098183796918,有意向,天津,2023-04-30 22:22:11
277,不错,2,三宝好物68,5天前·安徽,0.8612132352941176,有意向,安徽,2023-04-30 22:22:11
274,电瓶车比亚迪好骑。,2,宝贝短剧,5天前·安徽,0.7850332059480155,有意向,安徽,2023-04-30 22:22:11
273,外观真不咋地,5,小李胡,5天前·安徽,0.8234632375080649,有意向,安徽,2023-04-30 22:22:11
272,猴哥你迟到了，我去年都在车世纪看过了,6,海绵宝宝,5天前·安徽,0.9792084135446237,有意向,安徽,2023-04-30 22:22:11
269,这是什么,5,抖音真,5天前·安徽,0.5262327818078083,有意向,安徽,2023-04-30 22:22:11
268,功能越多越容易出毛病,6,朱伯君,5天前·安徽,0.9291940243278448,有意向,安徽,2023-04-30 22:22:11
265,只要路上还有一个加油站，这辈子都不会买电车,6,关羽开飞机,5天前·安徽,0.8268167649619865,有意向,安徽,2023-04-30 22:22:11
263,要是6座就完美了,2,凯风自南?,5天前·山东,0.7925349098610478,有意向,山东,2023-04-30 22:22:11
261,沃尔沃终于开窍了,2,吖吖暴富呀,5天前·山东,0.5353531082374573,有意向,山东,2023-04-30 22:22:11
282,在怎么看都没比亚迪好看,7,杰克,5天前·四川,0.7796744179056109,有意向,四川,2023-04-30 22:22:11
260,这个场景。。区长刚拍完,2,Vincent,5天前·山东,0.6962661804968532,有意向,山东,2023-04-30 22:22:11
257,看着挺不错,6,聂小倩,5天前·山东,0.952740795489763,有意向,山东,2023-04-30 22:22:11
255,续航和价格咋没人说,7,快乐小先生,5天前·山东,0.622025531568768,有意向,山东,2023-04-30 22:22:11
253,值得拥有的车,6,用户626014038988,5天前·山东,0.9412455535358756,有意向,山东,2023-04-30 22:22:11
252,侯哥讲一下他的最亮亮点和他的最优惠的价值,5,金金甄选,5天前·山东,0.7561229023012541,有意向,山东,2023-04-30 22:22:11
251,豪华、时尚、大气,6,难忘的岁月,5天前·山东,0.9850301810453304,有意向,山东,2023-04-30 22:22:11
249,沃尔沃汽车大品牌，值得信赖，支持国货,8,无奈,5天前·山东,0.9941873896617913,有意向,山东,2023-04-30 22:22:11
247,我想听价格，我买车，价格是第一位,9,菜菜菜菜,5天前·山东,0.6591736937562964,有意向,山东,2023-04-30 22:22:11
246,帅呆了,3,黄河,5天前·山东,0.9446067331379783,有意向,山东,2023-04-30 22:22:11
244,沃尔玛下血本了，充了不少钱吧,2,牛蛋蛋,5天前·山西,0.6805163282267007,有意向,山西,2023-04-30 22:22:11
241,高端大气上档次,3,徐...,5天前·山西,0.9930556682288317,有意向,山西,2023-04-30 22:22:11
240,这个品牌广东话怎么读,2,杠精来了！！你惨了,5天前·广东,0.8738650060473685,有意向,广东,2023-04-30 22:22:11
258,沃尔沃，世界上最安全的车,408,追求完美,5天前·山东,0.895753252022284,有意向,山东,2023-04-30 22:22:11
339,92的车一直加95的油有什么危害,0,程伟,4天前·重庆,0.9644633373458682,有意向,重庆,2023-05-01 22:22:11
283,怎么感觉有点吉利车的影子？,5,科行天下1,5天前·四川,0.6504962224570537,有意向,四川,2023-04-30 22:22:11
288,续航多少,2,冰清玉洁,5天前·四川,0.8046488407224759,有意向,四川,2023-04-30 22:22:11
335,车子看着不错，豪华大气。,0,东云,4小时前·吉林,0.8873948446414136,有意向,吉林,2023-05-05 18:22:11
329,买个车，精整些花里胡哨的,2,花火,5天前·上海,0.7019217976456495,有意向,上海,2023-04-30 22:22:11
655,这车在你面前咋跟个玩具一样。,0,子玉,10小时前·山东,0.529192778847569,有意向,山东,2023-05-05 12:22:11
327,瘦了好多,2,水猴王,5天前·上海,0.9390898777140627,有意向,上海,2023-04-30 22:22:11
326,这车绝对的高科技满满,2,弹簧,5天前·上海,0.8546581875658512,有意向,上海,2023-04-30 22:22:11
322,30万想买个烧油车有什么牌子的呀，帮忙介绍一下，不想买电车，用的少,9,用户2982195960736,5天前·上海,0.7672028680286193,有意向,上海,2023-04-30 22:22:11
320,没有米朵介绍的好,2,风*云,5天前·云南,0.7018388343033825,有意向,云南,2023-04-30 22:22:11
318,好漂亮的车子,5,学华,5天前·云南,0.597432360845349,有意向,云南,2023-04-30 22:22:11
316,猴哥说说北京BJ40,5,叫我黄哥,5天前·云南,0.585053192092055,有意向,云南,2023-04-30 22:22:11
312,电车我只选比亚迪，不要问我为什么,2,丫丫暴富,5天前·内蒙古,0.7796573596765157,有意向,内蒙古,2023-04-30 22:22:11
311,好车高挡,5,dyahsyye9ow9,5天前·内蒙古,0.59058599334045,有意向,内蒙古,2023-04-30 22:22:11
286,我想要,2,不晓得,5天前·四川,0.5441789912779675,有意向,四川,2023-04-30 22:22:11
310,嗯，挺漂亮的，设计的不错，值得拥有。,2,用户7092910223112,5天前·北京,0.9997682651689814,有意向,北京,2023-04-30 22:22:11
308,都没人说续航问题,2,溪边的松柏,5天前·北京,0.5338802926990887,有意向,北京,2023-04-30 22:22:11
307,多少米落地,2,文,5天前·北京,0.8510750826256718,有意向,北京,2023-04-30 22:22:11
305,这车不错。重量也够使,2,新的一天,5天前·北京,0.9744477240077989,有意向,北京,2023-04-30 22:22:11
304,这么快就不推别克了,2,小朋友你是否有很多问号.,5天前·北京,0.5454243877843803,有意向,北京,2023-04-30 22:22:11
302,续航多少千米？,6,神秘学大师 Mystery Master,5天前·北京,0.7876101341405222,有意向,北京,2023-04-30 22:22:11
301,猴哥，有没有白色的阿斯顿马丁Vantage,5,陈林,5天前·北京,0.8137537232128546,有意向,北京,2023-04-30 22:22:11
300,我估计 瑞典没有这款电车 瑞典北欧国家冷呀,2,凡星,5天前·吉林,0.9985316077478346,有意向,吉林,2023-04-30 22:22:11
299,价格,2,老刘,5天前·吉林,0.5664505672609401,有意向,吉林,2023-04-30 22:22:11
295,漂亮值得拥有,5,稳步前进,5天前·吉林,0.9935411167635112,有意向,吉林,2023-04-30 22:22:11
293,沃尔沃这次公关做到位了,2,合理伪装,5天前·四川,0.5379672062249087,有意向,四川,2023-04-30 22:22:11
291,共同努力奋斗加油,2,松鼠 影视,5天前·四川,0.9938156422316419,有意向,四川,2023-04-30 22:22:11
309,这车不错,2,王秀琴,5天前·北京,0.8391487662330976,有意向,北京,2023-04-30 22:22:11
656,燃油款就好了,1,夜风铃,10小时前·四川,0.941073327942846,有意向,四川,2023-05-05 12:22:11
